  1    1.093750000000000e-01    1.328125000000000e-01
  2    1.328125000000000e-01    1.562500000000000e-01
  2   -1.484375000000000e-01   -1.250000000000000e-01
  2   -5.468750000000000e-02   -3.125000000000000e-02
  2   -1.015625000000000e-01   -7.812500000000000e-02
  1   -1.250000000000000e-01   -1.015625000000000e-01
  2    2.031250000000000e-01    2.500000000000000e-01
  1    1.562500000000000e-01    2.031250000000000e-01
  1   -7.812500000000000e-02   -6.640625000000000e-02
  1   -3.125000000000000e-02   -1.953125000000000e-02
  1    6.250000000000000e-02    8.593750000000000e-02
  2    8.593750000000000e-02    1.093750000000000e-01
  1   -3.125000000000000e-01   -2.890625000000000e-01
  2   -2.890625000000000e-01   -2.656250000000000e-01
  2   -2.421875000000000e-01   -2.187500000000000e-01
  1    1.093750000000000e-01    1.210937500000000e-01
  1    2.031250000000000e-01    2.265625000000000e-01
  1    6.250000000000000e-02    7.421875000000000e-02
  2    7.421875000000000e-02    8.593750000000000e-02
  1    8.593750000000000e-02    9.765625000000000e-02
  2    1.210937500000000e-01    1.328125000000000e-01
  1   -5.468750000000000e-02   -4.296875000000000e-02
  2   -4.296875000000000e-02   -3.125000000000000e-02
  1   -1.484375000000000e-01   -1.367187500000000e-01
  2   -1.367187500000000e-01   -1.250000000000000e-01
  2   -1.132812500000000e-01   -1.015625000000000e-01
  1   -1.015625000000000e-01   -8.984375000000000e-02
  1   -1.250000000000000e-01   -1.132812500000000e-01
  2   -8.984375000000000e-02   -7.812500000000000e-02
  1    1.562500000000000e-01    1.796875000000000e-01
  2    1.796875000000000e-01    2.031250000000000e-01
  2    2.265625000000000e-01    2.500000000000000e-01
  2    9.765625000000000e-02    1.093750000000000e-01
